Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Augment),Attachment,Custom field (1. Reason for Change),Custom field (2. Parties Impacted),Custom field (3. Work Instructions Affected),Custom field (4. Training Plan Required),Custom field (Acceptance Criteria),Custom field (Acceptance Test(s)),Custom field (Additional Guidance),Custom field (Affected services),Custom field (Approvals),Custom field (Attachment count),Custom field (Begin Date),Custom field (Bug Description (with template)),Custom field (Bugs of Epic count),Custom field (Bugs of Epic in Done status category count),Custom field (Bugs of Epic in In Progress status category count),Custom field (Bugs of Epic in To Do status category count),Custom field (CVSS),Custom field (CWE),Custom field (Category),Custom field (Category - Root Cause),Custom field (Change Type),Custom field (Checklist Completed),Custom field (Checklist Content YAML),Custom field (Checklist Progress),Custom field (Checklist Progress %),Custom field (Checklist Text),Custom field (Checklist Text (view-only)),Custom field (Children of Epic count),Custom field (Children of Epic in Done status category count),Custom field (Children of Epic in In Progress status category count),Custom field (Children of Epic in To Do status category count),Custom field (Cloud Platform),Custom field (Cloud Project),Custom field (Comment count),Custom field (Date Implemented),Custom field (Definition of Done),Custom field (Definition of Done),Custom field (Description (with template)),Custom field (Development),Custom field (DoD),Custom field (Domain),Custom field (End Date),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (External issue ID),Custom field (Goals),Custom field (Inherent impact),Custom field (Inherent probability),Custom field (Inherent risk),Custom field (Issue color),Custom field (Issue link count),Custom field (Link),Custom field (Link to Aha),Custom field (Locked forms),Custom field (Neurio Project),Custom field (Neurio Team),Custom field (Observed Result),Custom field (Open forms),Custom field (PWRfleet Bug Template),Custom field (Parent Link),Custom field (Persona),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Remaining Story Points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Repository URL),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Residual impact),Custom field (Residual probability),Custom field (Residual risk),Custom field (Responders),Custom field (Revision),Custom field (Risk updated),Custom field (Risk updated by),Satisfaction rating,Custom field (Satisfaction date),Custom field (Security Vulnerability Type),Custom field (Sentiment),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Steps To Reproduce),Custom field (Stories of Epic count),Custom field (Stories of Epic in Done status category count),Custom field (Stories of Epic in In Progress status category count),Custom field (Stories of Epic in To Do status category count),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Subtask count),Custom field (Subtype),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Total forms),Custom field (Triaged),Custom field (Tshirt Size),Custom field (Updated by users count),Custom field (User Story),Custom field (Vulnerability),Custom field (WizID),Custom field (Work category),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Comment,Parent,Parent summary,Status Category,Status Category Changed
Trial new Penguin2 Provisioning & EPPROM programming on Reno Flash Station,CTET-4409,81022,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Major,Done,Chris Zamora,712020:4699bb68-5508-46dc-b636-cb217bf4188c,Chris Zamora,712020:4699bb68-5508-46dc-b636-cb217bf4188c,Chris Zamora,712020:4699bb68-5508-46dc-b636-cb217bf4188c,07/Aug/24 12:26 PM,19/Aug/24 8:09 AM,21/Aug/24 9:16 AM,19/Aug/24 8:09 AM,,0,,,,,Chris Zamora,,712020:4699bb68-5508-46dc-b636-cb217bf4188c,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@55d844d0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2996,24-Q2-KR1.3: Update Penguin Provisioning,,,,,,,,,,0.0,,,,,,,,,,,,,2|i076cp:,,,,,,,,,,,,,,,,,,,,,CTET 80724,CTET 81424,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_2_*:*_1020478545_*|*_10000_*:*_1_*:*_897699_*|*_10001_*:*_2_*:*_4502,,,,78297,24-Q2-KR1.3: Update Penguin Provisioning,Done,19/Aug/24 8:09 AM
assemble doors and foam for thermal tester #2,CTET-4406,81015,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,07/Aug/24 11:03 AM,21/Aug/24 9:00 AM,21/Aug/24 9:16 AM,21/Aug/24 9:00 AM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@15acb8ab,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3497,"24-Q2-KR3.5: Design, build & commission thermal burn in tester (inverter)",,,,,,,,,,0.0,,,,,,,,,,,,,2|i076bd:,,,,,,,,,,,,,,,,,,,,,CTET 80724,CTET 81424,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_754141849_*|*_10000_*:*_1_*:*_448100375_*|*_10001_*:*_1_*:*_0,,,,79395,"24-Q2-KR3.5: Design, build & commission thermal burn in tester (inverter)",Done,21/Aug/24 9:00 AM
Update Snipe on-hand quantaties,CTET-4402,81003,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Austin Roberts,712020:0cd5a597-b525-4e90-900c-0d9acb2763cf,Austin Roberts,712020:0cd5a597-b525-4e90-900c-0d9acb2763cf,Austin Roberts,712020:0cd5a597-b525-4e90-900c-0d9acb2763cf,07/Aug/24 7:22 AM,21/Aug/24 9:11 AM,21/Aug/24 9:16 AM,,,0,,,,,Austin Roberts,,712020:0cd5a597-b525-4e90-900c-0d9acb2763cf,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6f0064f0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-483,Lab Buildout,,,,,,,,,,0.0,,,,,,,,,,,,,2|hzzgd5:1zzzzzzzzzzzzyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,,68003,Lab Buildout,To Do,07/Aug/24 7:22 AM
Create test using different module configurations,CTET-4397,80998,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,07/Aug/24 6:24 AM,20/Aug/24 6:44 AM,21/Aug/24 9:16 AM,20/Aug/24 6:44 AM,,0,,,,,Tanner Whipps,,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@592a4cbd,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07533:,,,,,,,,,,,,,,,,,,,,,CTET 80724,CTET 81424,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,10000_*:*_1_*:*_1124400791_*|*_10001_*:*_1_*:*_0,,,,,,Done,20/Aug/24 6:44 AM
"Update BMU EOL to reflect build, with hardware changes",CTET-4374,80939,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,05/Aug/24 8:56 AM,21/Aug/24 9:15 AM,21/Aug/24 9:16 AM,,,0,,,,,John Messina,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@66488ad1,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3004,"24-Q2-KR4.3: BMU EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,,,,,0.0,,,,,,,,,,,,,2|i0756n:m,,,,,,,,,,,,,,,,,,,,,CTET 80724,CTET 81424,CTET 82124,,,,,,,,,,,,,8.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,,78305,"24-Q2-KR4.3: BMU EOL coverage updated based on test spec, engineering feedback, and failure Pareto",In Progress,16/Aug/24 10:14 AM
"Update INV EOL to reflect build, with hardware changes",CTET-4373,80938,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,05/Aug/24 8:56 AM,15/Aug/24 3:56 PM,21/Aug/24 9:16 AM,15/Aug/24 3:56 PM,,0,,,,,John Messina,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@bd7910f,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3003,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,,,,,0.0,,,,,,,,,,,,,2|i0756n:p,,,,,,,,,,,,,,,,,,,,,CTET 80724,CTET 81424,,,,,,,,,,,,,,8.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_283919647_*|*_10000_*:*_1_*:*_605317841_*|*_10001_*:*_1_*:*_0,,,,78304,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",Done,15/Aug/24 3:56 PM
Board Level Testing Support ,CTET-4366,80927,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,aaron.zetley,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,aaron.zetley,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,aaron.zetley,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,02/Aug/24 9:34 AM,21/Aug/24 9:15 AM,21/Aug/24 9:16 AM,,,0,,,Support Generac Employee IE [~accountid:712020:4dbd09e6-b175-4c1b-b264-9c4c81a57044] with Board Level Testing Down at Celestica ,,aaron.zetley,,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@68342bdf,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2968,24-Q2-KR5.2 - ALC PCBA Tester Built & Tested,,,,,,,,,,0.0,,,,,,,,,,,,,2|i075vd:,,,,,6.0,,,,,,,,,,,,,,,,CTET 73124,CTET 80724,CTET 81424,CTET 82124,,,,,,,,,,,,8.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,,78152,24-Q2-KR5.2 - ALC PCBA Tester Built & Tested,In Progress,02/Aug/24 9:34 AM
Test spec defined [MANTA-ICT],CTET-4347,80898,Epic,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Jon Thomas,712020:cdffb633-796d-417e-9c44-667e697189ff,Jon Thomas,712020:cdffb633-796d-417e-9c44-667e697189ff,01/Aug/24 1:08 PM,21/Aug/24 9:15 AM,21/Aug/24 9:16 AM,,,0,,,,,Jon Thomas,,712020:cdffb633-796d-417e-9c44-667e697189ff,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@41e97c15,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,,,,{},,,,ghx-label-12,,,,To Do,,,,,,,grey,0.0,,,,,,,,,CTET-4344,,,,2|i075op:,,,,,,,,,,,,,,,,,,,,,CTET 80724,CTET 81424,CTET 82124,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,80885,Manta ICT Tester,In Progress,12/Aug/24 9:26 AM
Do expense Reports,CTET-4334,80867,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Dillon Dawson,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,Dillon Dawson,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,Dillon Dawson,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,31/Jul/24 3:54 PM,21/Aug/24 8:54 AM,21/Aug/24 9:16 AM,,,0,,,,,Dillon Dawson,,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3aa15eae,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i075ht:,,,,,,,,,,,,,,,,,,,,,CTET 73124,CTET 80724,CTET 82124,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,,To Do,21/Aug/24 8:46 AM
DC Power Supply Controls on Cart Layout,CTET-4315,80845,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,31/Jul/24 2:49 PM,20/Aug/24 4:22 PM,21/Aug/24 9:16 AM,20/Aug/24 4:22 PM,,0,,,,,dan.saft,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6248e246,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i078bl:,,,,,,,,,,,,,,,,,,,,,CTET 73124,CTET 80724,CTET 81424,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,2.0,,,,,,10547_*:*_1_*:*_951266292_*|*_10000_*:*_1_*:*_782290565_*|*_10001_*:*_1_*:*_0,,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,Done,20/Aug/24 4:22 PM
Validate updated code on sds eol tester,CTET-4301,80830,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,31/Jul/24 12:41 PM,15/Aug/24 6:16 PM,14/Aug/24 12:38 PM,15/Aug/24 6:16 PM,,0,,,,,Erich Beyer,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@250d0dce,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2998,24-Q2-KR2.2: SDS Production Code Merged to Main,,,,,,,,,,0.0,,,,,,,,,,,,,2|i0758p:,,,,,,,,,,,,,,,,,,,,,CTET 73124,CTET 80724,CTET 81424,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_1154328414_*|*_10000_*:*_1_*:*_161760833_*|*_10001_*:*_1_*:*_0,,,,78299,24-Q2-KR2.2: SDS Production Code Merged to Main,Done,15/Aug/24 6:16 PM
Execute full charge and discharge script,CTET-4272,80792,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Major,,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,31/Jul/24 8:25 AM,16/Aug/24 10:08 AM,21/Aug/24 9:16 AM,,,0,,,,,Tanner Whipps,,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2ac272b0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i077se:,,,,,,,,,,,,,,,,,,,,,CTET 73124,CTET 80724,CTET 82124,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,3.0,,,,,,,,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,To Do,31/Jul/24 8:25 AM
Add AMS Procedure,CTET-4256,80765,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,30/Jul/24 2:41 PM,16/Aug/24 8:54 AM,21/Aug/24 9:16 AM,,,0,,,,,Alex Wong,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@386d613d,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4269,Document 3D Printing Resources,,,,,,,,,,0.0,,,,,,,,,,,,,2|i06zl4:,,,,,,,,,,,,,,,,,,,,,CTET 73124,CTET 80724,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,,80786,Document 3D Printing Resources,In Progress,06/Aug/24 6:11 PM
Implement Sharepoint File Migration,CTET-4255,80764,Task,On Hold,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,30/Jul/24 2:40 PM,16/Aug/24 9:35 AM,21/Aug/24 9:16 AM,,,0,,,,,Alex Wong,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3e27ebfb,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4267,"Clean up Jira, Confluence, and Sharepoint",,,,,,,,,,0.0,,,,,,,,,,,,,2|i074vn:,,,,,,,,,,,,,,,,,,,,,CTET 73124,CTET 80724,,,,,,,,,,,,,,5.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,,80783,"Clean up Jira, Confluence, and Sharepoint",In Progress,12/Aug/24 11:37 AM
Finalize Confluence Project Framework,CTET-4252,80761,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,30/Jul/24 2:39 PM,21/Aug/24 9:08 AM,21/Aug/24 9:16 AM,21/Aug/24 9:08 AM,,0,,,,,Alex Wong,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@38a96a6f,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4264,Create CTET Project Procedure,,,,,,,,,,0.0,,,,,,,,,,,,,2|i074vd:,,,,,,,,,,,,,,,,,,,,,CTET 73124,CTET 80724,CTET 81424,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_1867292162_*|*_10000_*:*_1_*:*_13637767_*|*_10001_*:*_1_*:*_0,,,,80778,Create CTET Project Procedure,Done,21/Aug/24 9:08 AM
Input new items to Snipe,CTET-4250,80758,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Austin Roberts,712020:0cd5a597-b525-4e90-900c-0d9acb2763cf,Austin Roberts,712020:0cd5a597-b525-4e90-900c-0d9acb2763cf,Austin Roberts,712020:0cd5a597-b525-4e90-900c-0d9acb2763cf,30/Jul/24 12:54 PM,21/Aug/24 9:11 AM,21/Aug/24 9:16 AM,,,0,,,,,Austin Roberts,,712020:0cd5a597-b525-4e90-900c-0d9acb2763cf,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@11345f2d,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-483,Lab Buildout,,,,,,,,,,0.0,,,,,,,,,,,,,2|hzzgd5:1zzzzzzzzzzzzz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,,68003,Lab Buildout,To Do,30/Jul/24 12:54 PM
Submit goals,CTET-4237,80731,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Dillon Dawson,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,Dillon Dawson,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,Dillon Dawson,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,29/Jul/24 1:31 PM,21/Aug/24 8:53 AM,21/Aug/24 9:16 AM,,,0,,,,,Dillon Dawson,,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@41000878,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i074q9:,,,,,,,,,,,,,,,,,,,,,CTET 73124,CTET 80724,CTET 82124,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,,To Do,21/Aug/24 8:53 AM
Fix other side of ACcPV cart,CTET-4232,80724,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,29/Jul/24 11:07 AM,16/Aug/24 10:08 AM,21/Aug/24 9:16 AM,,,0,,,,,Tanner Whipps,,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2baa2956,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3010,24-Q2-KR7.2: Validate BM Firmware Release in 48 Hours,,,,,,,,,,0.0,,,,,,,,,,,,,2|i077sd:,,,,,,,,,,,,,,,,,,,,,CTET 73124,CTET 80724,CTET 82124,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,,78311,24-Q2-KR7.2: Validate BM Firmware Release in 48 Hours,In Progress,01/Aug/24 8:33 AM
Create Go script to full charge and discharge Battery Cabinet,CTET-4220,80699,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Major,,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,26/Jul/24 9:16 AM,16/Aug/24 10:08 AM,21/Aug/24 9:16 AM,,,0,,,,,Tanner Whipps,,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3d64ec56,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i077sf:,,,,,,,,,,,,,,,,,,,,,CTET 73124,CTET 80724,CTET 82124,,,,,,,,,,,,,5.0,,,0.0,,,,,,,,,,3.0,,,,,,,,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,In Progress,01/Aug/24 7:54 AM
